===========================================
timestamp_ms,heading,roll,pitch,qw,qx,qy,qz,gx,gy,gz,ax,ay,az,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,mag_x,mag_y,mag_z,temp
40741,161.125,-2.0625,95.5,0.09820557,0.1323242,-0.7277222,-0.6658325,-7.0,-228.9375,40.5,-4.74,10.56,-3.37,-4.41,0.8,-2.45,-0.32,9.75,-0.92,-7.75,-42.375,20.375,12
41529,153.75,0.125,102.0,0.1428223,0.1741943,-0.7573853,-0.612854,-1.0,-407.8125,56.8125,-0.85,10.95,-6.21,-0.51,1.18,-4.38,-0.02,9.59,-2.03,-12.0625,-40.25,23.75,12
41695,208.6875,-9.0,98.0,0.1629028,0.06890869,0.7512207,0.6359253,-47.5,-51.75,-79.0,-9.06,12.21,-4.61,-7.52,2.62,-3.25,-1.54,9.58,-1.35,7.6875,-39.875,27.0,12
42617,171.875,0.6875,97.1875,0.04656982,0.04302979,-0.7490845,-0.6594238,-21.4375,31.3125,-7.5,1.3,8.97,0.47,1.17,-0.74,1.71,0.12,9.72,-1.23,-2.5,-41.0,25.0,12
42745,185.4375,-2.0625,94.875,0.04248047,0.0144043,0.7349243,0.6766968,-23.8125,-143.4375,-24.25,0.05,10.29,-4.74,0.47,0.53,-3.95,-0.42,9.76,-0.79,0.375,-42.0625,24.25,12
42872,205.4375,-6.5,90.625,0.1549072,0.07653809,0.7067871,0.6859741,-13.5625,-58.6875,-27.875,-1.43,8.72,1.1,-0.26,-1.01,1.18,-1.16,9.73,-0.07,11.1875,-42.375,19.875,12
43608,209.75,-4.9375,84.875,0.1895752,0.116333,0.6651001,0.7128296,-20.375,-18.1875,-14.875,-1.37,9.56,0.4,-0.52,-0.16,-0.45,-0.86,9.72,0.9,11.5625,-43.5625,15.5,12
43739,212.0625,-6.6875,82.75,0.2072754,0.1063843,0.652832,0.7208252,-10.5625,-20.875,-13.125,-1.68,8.83,2.03,-0.53,-0.82,0.8,-1.16,9.65,1.24,12.6875,-43.875,13.25,12
43867,215.9375,-7.9375,82.9375,0.236145,0.1187744,0.6531982,0.7095337,30.0625,-78.9375,-15.9375,-2.58,8.32,5.2,-1.21,-1.31,4.04,-1.37,9.64,1.16,14.75,-43.875,12.5625,12
44535,220.9375,-2.1875,100.625,0.2233276,0.2407837,0.730957,0.5982056,-36.4375,2.75,5.5625,0.71,9.43,-4.23,1.07,-0.2,-2.48,-0.36,9.64,-1.75,13.0,-38.5,23.875,12
44665,222.9375,-2.5,96.75,0.243042,0.2427979,0.7072144,0.6179199,-12.5625,10.25,-8.25,-1.64,8.71,0.52,-1.2,-1.02,1.66,-0.44,9.73,-1.13,13.75,-40.5625,21.0,12
44796,221.1875,-3.25,96.375,0.2347412,0.2219849,0.7115479,0.6239624,-0.25,20.125,-7.625,-0.77,9.16,-1.15,-0.2,-0.56,-0.06,-0.56,9.72,-1.09,14.5,-40.25,21.0,12
45570,224.3125,4.125,84.5,0.2786255,0.2977295,0.6010742,0.6873169,-31.1875,10.9375,12.0625,0.33,8.99,1.31,-0.39,-0.73,0.33,0.72,9.73,0.98,11.1875,-44.5,10.25,12
45705,221.4375,6.4375,81.5625,0.2678833,0.2992554,0.5810547,0.7078857,-16.75,-9.8125,28.6875,0.8,9.4,1.46,-0.35,-0.22,0.01,1.15,9.62,1.45,8.6875,-45.6875,8.375,12
45843,219.375,11.6875,79.875,0.2579956,0.3373413,0.5480957,0.7205811,-8.5,-22.3125,37.875,2.04,9.28,2.77,0.05,-0.16,1.08,2.06,9.43,1.68,5.75,-46.75,5.1875,12
46522,181.375,43.0625,101.875,0.007995605,0.5307007,0.5419922,0.6516113,-11.75,8.9375,65.3125,6.14,6.97,-2.3,-0.55,-0.03,-0.82,6.69,7.0,-1.47,-15.875,-39.1875,19.375,12
46658,264.0,48.875,98.75,0.03479004,-0.5357666,-0.5130615,-0.6697388,4.875,14.4375,15.0625,8.57,6.78,-0.36,1.16,0.43,0.6,7.4,6.35,-0.9700001,-22.6875,-37.0625,19.375,12
46797,257.8125,50.125,94.0,0.07305908,-0.5038452,-0.5184326,-0.6870117,14.25,74.0,6.0,6.64,6.05,-1.38,-0.38,-0.28,-1.35,7.54,6.25,-0.37,-26.375,-36.375,17.1875,12
47508,162.8125,44.0625,88.1875,0.1066284,-0.40625,-0.5690918,-0.7069092,30.375,76.875,-62.5,8.67,6.2,-0.04,1.93,-0.91,-0.31,6.73,7.12,0.26,-26.6875,-37.25,16.25,12
47648,169.0,30.125,90.75,0.0670166,-0.2972412,-0.6463013,-0.699585,63.5625,70.6875,-127.0,6.03,5.22,0.02,1.29,-3.35,0.17,4.74,8.58,-0.14,-20.5,-39.375,16.25,12
47790,177.75,11.5625,98.625,0.01275635,-0.1395264,-0.7445679,-0.6526489,79.1875,-13.1875,-140.75,1.78,10.74,-3.68,0.03,1.21,-2.11,1.74,9.52,-1.57,-8.25,-41.0,22.0,12
48522,184.8125,-47.75,155.5,0.3265991,-0.3393555,0.8311768,0.2954102,16.8125,-4.0625,-59.8125,-8.59,1.69,-5.94,-1.3,-0.94,0.05,-7.29,2.64,-6.0,27.1875,-3.875,40.375,12
48661,196.0625,-51.25,163.75,0.3571167,-0.3685913,0.8151855,0.2686157,5.0,-0.8125,-37.625,-7.43,2.07,-5.08,0.22,0.41,0.8,-7.66,1.65,-5.89,27.5,2.6875,39.25,12
48806,207.4375,-56.3125,172.5,0.4055786,-0.3903809,0.7889404,0.2462769,-1.0,-48.1875,-56.8125,-6.3,0.36,-5.65,1.85,-0.34,-0.26,-8.16,0.7,-5.39,29.0625,6.6875,38.5,12
49548,228.125,-57.875,-111.8125,0.5916748,-0.602356,0.4856567,0.2263184,-2.375,-2.8125,-15.8125,-8.44,-4.91,-1.83,-0.13,-0.08,0.09,-8.3,-4.83,-1.93,34.25,24.0625,24.75,12
49696,229.875,-56.0,-111.5,0.5922852,-0.6124878,0.4768066,0.2160645,-2.0625,-6.75,-13.75,-7.54,-5.05,-2.33,0.58,0.04,-0.32,-8.13,-5.09,-2.01,33.875,24.875,25.1875,12
49846,230.0625,-54.75,-110.5,0.59375,-0.6229248,0.4616089,0.215271,-1.625,-1.6875,-7.1875,-7.69,-5.35,-2.11,0.31,-0.05,-0.13,-8.0,-5.3,-1.98,32.75,25.875,25.875,12
50516,230.5625,-52.0,-111.0,0.5877075,-0.6469116,0.4379272,0.2106323,-7.875,-11.125,-13.75,-7.12,-5.52,-2.16,0.58,0.12,0.0,-7.71,-5.64,-2.16,31.6875,27.0,25.5,12
50716,230.625,-49.625,-110.0,0.5877075,-0.6654053,0.409668,0.2097778,-4.5625,-8.0,-14.125,-7.55,-5.87,-2.0,-0.09,0.1,0.16,-7.46,-5.98,-2.16,31.0,27.6875,25.5,12
50851,231.1875,-48.5625,-108.875,0.5912476,-0.6693115,0.3989258,0.2081299,2.6875,2.375,-5.625,-7.52,-6.09,-1.98,-0.08,0.11,0.03,-7.35,-6.14,-2.09,30.25,28.0625,26.6875,12
51515,229.6875,-51.375,-106.0,0.604187,-0.6463013,0.4101563,0.2214966,19.625,-29.9375,42.25,-10.34,-7.5,-0.32,-2.63,-1.67,1.3,-7.71,-5.82,-1.62,29.875,29.1875,25.1875,12
51658,219.6875,-61.5,-79.5,0.6708374,-0.53302,0.4072876,0.3162231,79.5625,-49.5625,64.375,-5.36,-5.96,1.78,3.29,-1.47,0.8,-8.66,-4.48,0.98,38.1875,27.0,18.25,12
51795,220.625,-69.375,-80.625,0.6605835,-0.4855347,0.4855347,0.3034668,44.625,-2.0625,52.4375,-9.6,-4.53,-1.1,-0.18,-1.05,-1.94,-9.21,-3.31,0.59,41.5,23.0,15.25,12
52508,213.0625,-78.9375,-63.1875,0.6480103,-0.4191284,0.5302734,0.3510132,-28.0625,-2.875,-5.25,-9.32,-2.67,4.05,0.3,-0.98,3.2,-9.62,-1.68,0.84,46.75,14.25,11.6875,12
52647,212.75,-78.625,-72.0,0.6392822,-0.4348755,0.5297241,0.3486938,1.0,5.8125,-3.3125,-9.49,-1.44,0.56,0.12,0.38,-0.02,-9.61,-1.83,0.58,46.75,15.25,13.1875,12
52781,212.1875,-78.5625,-79.25,0.6304321,-0.4472046,0.5306396,0.3479004,-32.0,9.75,-4.8125,-8.92,-2.63,-0.7,0.68,-0.72,-1.06,-9.61,-1.9,0.36,46.0625,16.0625,13.1875,12
53555,234.0625,-79.8125,118.5625,0.6437378,-0.1157227,0.7271118,0.2086792,64.625,2.6875,6.1875,-9.92,0.39,-0.57,-0.27,-1.12,0.24,-9.65,1.51,-0.84,48.25,8.375,11.6875,12
53694,239.6875,-77.8125,122.125,0.6431274,-0.0625,0.743042,0.1741943,45.625,1.6875,23.9375,-10.55,1.41,-2.1,-0.9700001,-0.33,-1.0,-9.58,1.74,-1.09,47.875,9.75,11.6875,12
54569,250.8125,-63.6875,115.75,0.6265869,0.1917725,0.7479248,0.1057739,41.3125,-10.125,-11.625,-8.13,2.78,-1.61,0.66,-1.09,0.28,-8.8,3.87,-1.89,50.5,-2.1875,8.875,12
54714,262.625,-66.4375,120.5,0.6300659,0.2250366,0.7421265,0.04052734,66.4375,1.75,-9.5625,-6.81,4.13,1.41,2.17,0.76,3.4,-8.99,3.37,-1.98,50.5,1.0,6.25,12
54864,274.375,-65.0,136.0,0.5895386,0.2778931,0.7580566,-0.02276611,69.125,34.125,4.625,-8.71,6.68,-1.62,0.17,3.8,1.35,-8.88,2.87,-2.97,50.5,2.875,6.6875,12
55517,209.8125,-57.9375,95.75,0.5951538,0.02319336,0.7254639,0.3449097,-106.125,-12.0625,30.8125,-9.22,3.55,-0.02,-0.91,-1.62,0.49,-8.28,5.23,-0.42,47.75,-7.375,13.25,12
55661,199.25,-53.625,88.75,0.5804443,0.012146,0.7024536,0.4116821,-3.625,-26.4375,25.8125,-8.72,4.46,1.38,-0.85,-1.37,1.22,-7.87,5.84,0.16,47.875,-13.1875,12.1875,12
55807,201.6875,-51.0,92.5625,0.5767822,0.05987549,0.7146606,0.3911743,60.375,1.5,12.0,-5.51,4.35,0.64,2.1,-1.8,0.92,-7.62,6.15,-0.28,47.375,-16.375,10.75,12
56523,224.0625,-63.875,108.25,0.6045532,0.02612305,0.7538452,0.2560425,-32.0,-53.375,-23.0,-7.96,3.44,-1.17,0.87,-0.62,0.07,-8.83,4.06,-1.25,48.5,-3.0,14.75,12
56672,224.25,-67.3125,97.625,0.6347656,-0.004699707,0.7249756,0.267395,-21.875,-12.9375,-15.0625,-10.07,4.13,-0.71,-1.01,0.41,-0.25,-9.06,3.72,-0.46,50.0,-1.0625,11.75,12
56821,224.75,-69.0,92.125,0.6484375,-0.02062988,0.7114868,0.2698364,-2.25,-22.375,-3.625,-9.57,3.15,0.39,-0.41,-0.34,0.48,-9.16,3.49,-0.09,49.1875,-0.75,10.0,12
57553,202.875,-57.3125,83.9375,0.6057739,-0.01263428,0.6867065,0.4016724,-50.375,2.0,10.75,-7.5,6.56,-0.11,0.74,1.29,-0.71,-8.24,5.26,0.6,49.1875,-11.5625,8.875,12
57704,197.75,-56.5,75.5625,0.6091919,-0.0401001,0.6555176,0.444458,-39.5625,-2.4375,0.375,-5.97,4.66,1.92,2.2,-0.55,0.53,-8.18,5.22,1.38,48.875,-13.75,7.5,12
58547,199.625,-61.3125,103.5,0.5445557,-0.09320068,0.7398682,0.3838501,16.5625,69.6875,-21.625,-8.19,4.72,-1.87,0.41,0.18,-0.66,-8.6,4.54,-1.21,47.375,-8.0,17.0,12
58698,199.1875,-59.9375,114.0,0.5102539,-0.1022339,0.772522,0.3638916,29.4375,57.625,11.8125,-8.67,4.91,-3.86,-0.21,0.42,-1.76,-8.46,4.49,-2.1,45.875,-6.75,22.0625,12
58853,201.25,-58.25,122.4375,0.4945068,-0.09539795,0.7949829,0.3382568,13.125,58.6875,-9.3125,-7.87,4.91,-2.79,0.46,0.56,-0.02,-8.32,4.32,-2.86,42.5625,-5.375,23.875,12
59527,229.25,-65.25,60.5,0.7278442,0.01593018,0.6300659,0.2701416,17.5625,-59.5625,9.25,-6.06,2.3,4.92,2.82,-1.28,2.82,-8.88,3.58,2.09,51.25,0.375,1.6875,12
59726,243.5625,-59.5,39.5625,0.8118896,0.07073975,0.5473633,0.1903687,16.875,-103.3125,-53.8125,-10.5,4.3,-1.58,-2.09,1.2,-5.56,-8.41,3.1,3.97,49.75,1.5,-8.5625,12
59866,246.5,-53.0,28.4375,0.8560181,0.06756592,0.4805908,0.1780396,2.5625,-23.0625,5.25,-9.12,2.46,5.37,-1.29,-0.36,0.18,-7.82,2.82,5.19,45.375,4.6875,-18.875,12
60531,340.125,-17.5,22.1875,0.9563599,0.156311,0.1826782,0.1659546,0.625,-28.5625,-12.5,-2.72,3.69,8.56,0.18,0.16,-0.11,-2.91,3.52,8.67,22.5625,1.0,-41.0625,12
60672,342.0625,-15.375,22.0625,0.9610596,0.1630249,0.1639404,0.1514893,4.875,-30.125,-4.125,-2.11,3.38,7.08,0.49,-0.17,-1.67,-2.6,3.56,8.75,20.25,1.375,-42.6875,12
60809,342.25,-10.5625,22.25,0.9654541,0.1740112,0.1220703,0.1505737,3.875,-32.5,9.375,-0.46,3.15,7.86,1.28,-0.51,-1.05,-1.75,3.66,8.92,16.0,1.0,-44.5,12
61579,340.75,7.3125,15.125,0.9754028,0.1397705,-0.04174805,0.1651611,-6.25,4.25,-5.875,-0.61,2.0,10.9,-1.85,-0.52,1.51,1.24,2.53,9.39,0.5,5.6875,-46.75,12
61721,341.0625,7.625,14.9375,0.9758911,0.1384888,-0.04534912,0.1625977,10.6875,-0.0625,-2.8125,-0.19,1.81,10.42,-1.5,-0.7,1.03,1.3,2.52,9.38,-0.5625,5.6875,-46.75,12
62568,336.75,24.9375,23.875,0.9366455,0.232605,-0.1775513,0.192627,-1.75,5.0,0.625,5.11,4.08,6.54,0.89,0.6,-1.62,4.13,3.59,8.13,-14.0,-1.875,-44.6875,12
62710,337.8125,24.4375,24.3125,0.9384766,0.234375,-0.1746826,0.1837769,6.5,0.0,-14.5625,4.74,2.99,8.68,0.6,-0.56,0.68,4.04,3.7,8.12,-13.1875,-1.0625,-44.6875,12
62849,341.75,19.625,28.4375,0.9439087,0.2596436,-0.1366577,0.1513672,28.875,10.625,-53.875,2.92,3.35,8.59,-0.37,-1.04,0.47,3.24,4.47,8.1,-10.375,-5.0625,-45.0625,12
63505,339.8125,13.625,71.4375,0.7930908,0.5901489,-0.04486084,0.1436768,58.5625,-7.8125,27.4375,1.21,10.39,1.96,-1.14,1.34,-0.9700001,2.36,9.05,2.93,-7.1875,-38.0,-29.0625,12
63652,335.75,15.75,77.25,0.7610474,0.6262207,-0.04418945,0.1633301,30.25,10.5,4.25,2.59,7.62,0.86,-0.07,-1.58,-1.16,2.66,9.21,2.03,-9.375,-40.875,-25.875,12
63795,333.1875,15.8125,80.3125,0.7398682,0.6486816,-0.03131104,0.1755371,23.375,-20.8125,1.3125,3.65,9.57,1.73,0.9700001,0.26,0.19,2.68,9.3,1.53,-8.1875,-42.0,-22.6875,12
64525,353.75,1.9375,83.3125,0.7457275,0.664917,0.01318359,0.04040527,12.8125,-34.25,-15.0,0.05,11.95,1.71,-0.26,2.21,0.6,0.31,9.73,1.1,-0.1875,-43.6875,-22.0,12
64677,359.25,0.6875,84.9375,0.7372437,0.6755981,-0.006164551,0.002563477,4.125,-29.9375,-5.1875,-0.88,8.76,-0.36,-1.0,-1.0,-1.21,0.12,9.76,0.85,0.75,-45.0625,-21.5625,12
64828,4.4375,1.25,84.4375,0.7404785,0.6697998,-0.04492188,-0.03234863,-14.5,-60.5,0.375,-0.44,7.24,1.89,-0.66,-2.51,0.92,0.22,9.75,0.9599999,-1.375,-44.0,-20.875,12
65553,41.4375,-0.4375,53.125,0.8363647,0.420166,-0.1541748,-0.3165894,-31.8125,13.8125,-21.5625,1.02,9.31,3.32,1.1,1.46,-2.55,-0.12,7.81,5.91,-9.6875,-29.5625,-36.0,12
65706,39.75,-4.875,50.875,0.8485718,0.4191284,-0.1008911,-0.3068237,-4.375,45.6875,2.375,-0.76,12.55,6.12,0.12,4.97,-0.02,-0.88,7.57,6.15,-5.75,-28.5,-38.5,12
66551,38.9375,3.5,63.375,0.8018799,0.4824829,-0.2090454,-0.2837524,-51.25,-42.625,-27.25,1.39,7.53,1.44,0.79,-1.21,-2.93,0.6,8.75,4.38,-13.25,-35.5625,-29.6875,12
66701,45.5625,2.0,56.0,0.8137207,0.4251099,-0.2003784,-0.342041,-62.25,-16.125,-27.5,1.31,8.07,0.95,0.9599999,-0.05,-4.51,0.34,8.12,5.47,-13.25,-32.6875,-31.5,12
66856,46.625,-0.5,48.25,0.8378906,0.3775635,-0.1571655,-0.3614502,-52.0,11.5625,-3.3125,-2.48,12.09,8.96,-2.17,3.61,1.82,-0.11,7.26,6.58,-11.1875,-26.875,-38.75,12
67527,31.5,-2.1875,33.875,0.9204102,0.2862549,-0.05950928,-0.2596436,-28.75,15.5,1.5625,-0.02,7.29,9.36,0.64,1.02,0.91,-0.39,5.42,8.15,-7.5625,-13.5,-45.75,12
67683,32.3125,-3.4375,29.3125,0.9286499,0.25177,-0.0402832,-0.2694702,-23.3125,6.625,-16.125,1.08,3.87,5.86,1.67,-0.92,-2.66,-0.59,4.79,8.53,-7.1875,-8.75,-46.5,12
67838,35.25,-4.6875,26.875,0.9260254,0.2340088,-0.02984619,-0.2946777,-10.5,14.3125,-20.625,-0.05,6.2,7.92,0.78,1.8,-0.8,-0.84,4.4,8.72,-7.1875,-7.6875,-46.1875,12
68533,32.875,-4.0,38.25,0.9054565,0.3248291,-0.05651855,-0.267334,4.8125,5.8125,-0.6875,-0.46,2.0,7.74,0.23,-4.05,0.06,-0.69,6.06,7.67,-5.375,-15.6875,-44.0,12
68749,36.75,-4.4375,33.8125,0.9072876,0.288208,-0.05279541,-0.3016968,-39.125,-5.625,-26.6875,-1.28,4.34,8.06,-0.5,-1.04,-0.09,-0.78,5.38,8.15,-7.5625,-15.0,-44.0,12
69552,37.5625,-4.875,31.1875,0.9109497,0.2682495,-0.04437256,-0.3101807,50.75,1.375,44.125,-2.13,1.91,6.97,-1.33,-3.22,-1.34,-0.8,5.14,8.31,-5.6875,-8.0625,-45.75,12
69693,33.6875,-2.0625,37.25,0.9066772,0.3114014,-0.07434082,-0.2746582,32.6875,-7.5,15.5625,-1.4,2.3,10.46,-1.07,-3.67,2.69,-0.33,5.98,7.76,-7.875,-13.875,-44.375,13
69837,33.8125,-2.4375,40.25,0.8980103,0.3358765,-0.078125,-0.2731934,5.75,18.5,-10.8125,0.28,5.82,7.45,0.71,-0.51,-0.01,-0.42,6.33,7.47,-8.5,-16.6875,-42.5625,13
70533,33.1875,-12.5,30.3125,0.9197388,0.2786255,0.03485107,-0.2741699,33.3125,7.5625,45.375,-3.35,4.31,6.56,-1.25,-0.58,-1.66,-2.1,4.9,8.23,2.25,-8.0625,-47.375,13
70679,26.0625,-7.8125,36.75,0.9224243,0.3215942,-0.0003662109,-0.2138062,39.75,-16.75,59.25,-3.21,4.08,6.87,-1.87,-1.73,-0.9,-1.25,5.88,7.74,0.0625,-12.75,-45.1875,13
70823,20.1875,-2.0,41.875,0.9192505,0.3552856,-0.04418945,-0.1636963,27.4375,-2.9375,38.4375,-0.65,4.94,7.04,-0.35,-1.63,-0.21,-0.3,6.58,7.26,-3.5,-17.0625,-45.1875,13
71523,37.5,-12.75,20.0,0.9268188,0.197937,0.05187988,-0.3148804,-28.9375,31.0,-21.5625,-3.36,8.04,12.21,-1.35,4.78,3.35,-2.21,3.23,8.98,-2.0,-4.0,-47.375,13
71669,37.75,-15.625,19.1875,0.9248657,0.1983643,0.07623291,-0.3154907,7.625,-22.0625,10.1875,-3.79,5.41,10.39,-1.18,2.28,1.47,-2.6,3.12,8.92,2.75,-1.0625,-47.75,13
71817,35.6875,-11.625,21.875,0.9298706,0.2097778,0.0413208,-0.2993164,27.1875,-13.25,27.75,-2.76,2.13,7.54,-0.81,-1.49,-1.35,-1.94,3.63,8.89,0.1875,-1.75,-47.0,13
72525,37.625,-12.5,25.4375,0.9179077,0.2410278,0.03625488,-0.3131104,-20.25,-15.0,-41.875,-1.22,6.09,7.08,0.94,2.17,-1.64,-2.14,4.07,8.66,-0.0625,-7.5,-46.25,13
72676,41.9375,-14.3125,22.1875,0.9091797,0.2213745,0.0512085,-0.348938,-19.75,1.3125,-20.5625,-2.97,7.98,10.47,-0.88,4.48,2.4,-2.43,3.55,8.8,-0.0625,-5.0,-48.875,13
72822,42.125,-15.125,20.125,0.9108887,0.2069702,0.06365967,-0.3513794,-3.125,10.6875,11.875,-4.31,4.23,9.53,-1.75,0.9700001,0.64,-2.56,3.25,8.88,-0.0625,-3.5,-47.0,13
73555,43.25,-13.5,15.8125,0.9143677,0.1691895,0.06079102,-0.3627319,-25.4375,3.625,-43.4375,-1.06,3.67,6.84,0.93,1.16,-2.3,-2.32,2.54,9.18,-1.6875,-1.6875,-46.5625,13
73707,48.625,-17.375,10.25,0.8970947,0.1414185,0.1027832,-0.4057617,-29.8125,19.125,-35.5,-3.21,4.98,8.86,-0.25,3.37,-0.34,-2.96,1.6,9.2,-0.1875,1.875,-47.0,13
73860,50.6875,-17.875,5.5,0.8913574,0.1082764,0.1229248,-0.4226074,-17.0,19.4375,-5.4375,-5.24,3.39,10.18,-2.2,2.51,0.89,-3.04,0.87,9.28,1.25,5.1875,-45.875,13
74519,41.5,-14.4375,18.25,0.9159546,0.1900024,0.06433105,-0.3475342,2.5,13.5,-14.5625,-1.8,2.77,8.38,0.66,-0.19,-0.62,-2.47,2.97,9.01,-0.875,-1.0625,-47.0625,13
74672,44.5,-14.5,16.8125,0.90802,0.1801758,0.06512451,-0.3726196,-8.25,2.125,-23.6875,-0.77,3.79,7.14,1.7,1.06,-1.93,-2.47,2.73,9.08,0.5625,-0.75,-47.375,13
74824,48.3125,-15.5625,14.3125,0.8968506,0.1669312,0.0748291,-0.40271,-9.25,4.875,-28.3125,-1.1,4.53,7.07,1.52,2.19,-2.07,-2.63,2.34,9.15,-0.0625,0.0,-46.5625,13
75564,42.5625,-15.1875,19.1875,0.9112549,0.1998291,0.06433105,-0.354248,-0.9375,-17.0625,15.5625,-2.81,0.54,10.17,-0.27,-2.57,1.23,-2.53,3.12,8.94,0.5625,-2.5625,-47.875,13
75723,42.375,-13.25,18.25,0.9143677,0.1860352,0.05212402,-0.355835,-12.875,-13.3125,-7.625,-2.84,3.55,11.16,-0.61,0.58,2.08,-2.23,2.97,9.07,-0.5,-2.1875,-47.0625,13
75881,44.1875,-13.0625,15.3125,0.9122925,0.1644897,0.05749512,-0.3706055,-16.6875,10.6875,-16.8125,-2.05,3.14,7.48,0.19,0.65,-1.72,-2.24,2.49,9.21,-1.875,0.0,-47.875,13
76529,39.1875,-12.9375,9.375,0.9328003,0.1140137,0.07965088,-0.3325195,28.1875,1.875,48.875,-4.71,-0.37,8.51,-2.51,-1.94,-0.91,-2.19,1.63,9.41,0.5625,6.5,-46.75,13
76687,32.9375,-13.25,15.4375,0.9438477,0.15979,0.07446289,-0.279541,28.5625,13.5,33.9375,-2.52,-0.39,9.22,-0.27,-2.94,0.02,-2.25,2.54,9.19,1.6875,2.875,-47.1875,13
76857,30.3125,-14.625,20.375,0.9423828,0.2006226,0.08001709,-0.2554932,18.625,23.75,-2.625,-0.93,1.95,9.89,1.55,-1.35,1.0,-2.52,3.33,8.87,3.0625,0.25,-46.375,13
77529,44.9375,-17.8125,11.9375,0.9080811,0.1522827,0.1057739,-0.3755493,4.875,-37.5625,5.625,-5.6,2.18,9.46,-2.59,0.25,0.32,-2.94,1.94,9.14,5.25,2.875,-46.75,13
77670,42.875,-13.4375,13.625,0.9177856,0.1517944,0.06750488,-0.3605957,16.625,-11.8125,31.125,-4.02,1.51,7.64,-1.73,-0.74,-1.61,-2.26,2.29,9.26,-0.0625,2.0625,-47.5625,13
77812,38.375,-10.875,17.8125,0.928833,0.1759644,0.04064941,-0.3235474,27.4375,-11.375,39.625,-3.3,1.98,9.8,-1.49,-1.01,0.64,-1.81,3.0,9.15,-0.875,0.6875,-46.75,13
78528,34.8125,-11.1875,25.0625,0.927124,0.2332764,0.03302002,-0.2915039,-15.3125,9.625,-11.0625,-3.66,9.14,11.75,-1.72,5.08,3.03,-1.93,4.05,8.71,0.0,-6.875,-47.1875,13
78674,35.4375,-13.0,23.1875,0.9271851,0.2232666,0.04992676,-0.2966919,-5.5625,5.0625,-1.3125,-2.32,2.27,7.6,-0.6,-1.44,-1.38,-2.22,3.76,8.77,1.375,-5.0625,-46.75,13
78820,34.4375,-12.125,23.5625,0.9299316,0.2237549,0.0435791,-0.2885742,4.1875,-1.875,12.375,-3.56,3.69,7.18,-1.5,-0.14,-1.6,-2.06,3.83,8.78,1.375,-5.0625,-47.1875,13
79601,52.0,-15.375,3.375,0.8900757,0.08477783,0.1077881,-0.4346313,-22.5625,14.4375,-28.625,-3.57,4.18,10.71,-0.9700001,3.62,1.27,-2.63,0.51,9.43,-0.6875,7.25,-47.25,13
79753,52.625,-16.0,1.0,0.8875732,0.06945801,0.1209106,-0.4390869,-3.3125,16.5,7.5625,-3.93,3.86,10.44,-1.01,3.31,0.77,-2.72,0.17,9.41,-1.1875,9.375,-45.75,13
80545,40.6875,-9.875,10.125,0.9303589,0.1119995,0.05090332,-0.345459,-22.5,5.5,-9.625,-1.33,3.87,9.18,0.38,2.29,-0.45,-1.69,1.66,9.51,-2.5,3.875,-46.875,13
80695,41.4375,-10.25,6.875,0.9297485,0.08734131,0.06286621,-0.3520508,-16.625,2.4375,-7.5625,-1.0,3.3,8.57,0.88,2.21,-1.27,-1.76,1.13,9.58,-2.0625,6.5,-46.875,13
80849,41.8125,-13.0,5.1875,0.9269409,0.08251953,0.090271,-0.3546753,-5.125,-2.625,-0.25,-3.23,4.52,15.16,-1.02,3.65,5.65,-2.21,0.86,9.51,-1.375,7.875,-46.875,13
81515,37.875,-11.375,16.3125,0.9317017,0.164978,0.04937744,-0.3198853,-23.5625,-5.6875,-17.125,-0.45,2.14,8.4,1.52,-0.4,-0.78,-1.93,2.65,9.23,0.0625,-0.375,-46.875,13
81674,41.125,-11.6875,10.9375,0.927063,0.1242676,0.06292725,-0.3481445,-31.375,9.9375,-25.0625,-1.92,3.1,9.64,0.06,1.27,0.21,-1.99,1.82,9.42,-1.375,1.375,-47.25,13
81832,44.3125,-12.875,6.5625,0.918457,0.09344482,0.08422852,-0.375,-16.25,4.3125,-23.875,-1.94,2.91,8.09,0.25,1.84,-1.39,-2.2,1.06,9.49,-0.6875,6.5,-45.75,13
82520,42.3125,-8.125,18.125,0.9186401,0.1719971,0.01043701,-0.3555908,9.9375,-1.625,8.0,-2.78,0.76,8.68,-1.4,-2.27,-0.53,-1.38,3.04,9.21,-3.875,-1.5625,-47.0,13
82681,42.75,-8.9375,16.875,0.918396,0.1641235,0.02038574,-0.359436,-23.3125,20.0,-12.375,0.04,2.33,7.35,1.6,-0.43,-1.92,-1.55,2.77,9.27,-4.25,-1.875,-46.6875,13
82836,45.125,-10.4375,11.5625,0.914917,0.1274414,0.04626465,-0.380188,-35.875,25.75,-23.1875,-0.22,3.18,8.41,1.55,1.24,-1.03,-1.78,1.94,9.44,-3.1875,0.1875,-47.375,13
83561,40.625,-10.3125,2.25,0.9337158,0.04962158,0.07775879,-0.3458862,54.0,-24.0625,44.8125,-3.52,-1.1,8.92,-1.8,-1.58,-0.72,-1.71,0.48,9.64,-1.375,11.75,-46.375,13
83722,34.6875,-9.6875,12.8125,0.9450684,0.1311646,0.04846191,-0.2954102,58.6875,7.875,36.75,-1.54,0.32,8.0,0.11,-1.92,-1.39,-1.65,2.25,9.39,-2.0625,6.375,-48.1875,13
