===========================================
timestamp_ms,heading,roll,pitch,qw,qx,qy,qz,gx,gy,gz,ax,ay,az,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,mag_x,mag_y,mag_z,temp
648522,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.1875,0.0,-6.06,4.41,6.28,0.0,-0.1,0.05,-6.07,4.51,6.23,13.25,-24.75,-39.6875,15
648670,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0,-6.08,4.39,6.32,0.0,-0.12,0.05,-6.07,4.51,6.23,12.875,-23.6875,-39.0625,15
648822,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.1875,-0.0625,-6.05,4.4,6.3,0.02,-0.11,0.07,-6.07,4.51,6.23,13.25,-24.375,-40.0625,15
649559,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,-0.0625,-6.07,4.39,6.31,0.0,-0.12,0.08,-6.07,4.51,6.23,12.875,-25.0625,-40.1875,16
649711,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.0625,0.0,-6.07,4.39,6.3,0.01,-0.14,0.08,-6.07,4.51,6.23,12.5625,-24.75,-39.375,16
649866,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,-0.1875,0.125,-6.05,4.39,6.3,0.01,-0.12,0.06,-6.07,4.51,6.23,12.5625,-24.75,-38.6875,16
650528,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.125,0.0,-6.07,4.39,6.29,0.0,-0.12,0.05,-6.07,4.51,6.23,13.25,-24.75,-39.0625,15
650682,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,-0.25,0.125,-6.07,4.39,6.3,0.01,-0.12,0.05,-6.07,4.51,6.23,12.5625,-24.75,-39.375,15
650837,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0625,0.125,-6.08,4.39,6.27,-0.01,-0.12,0.04,-6.07,4.51,6.23,12.5625,-24.75,-39.375,15
651563,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0625,-6.07,4.39,6.32,0.0,-0.14,0.08,-6.07,4.51,6.23,12.1875,-24.0,-39.75,16
651726,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,-0.0625,0.0625,-6.08,4.39,6.31,-0.01,-0.12,0.08,-6.07,4.51,6.23,13.25,-24.0,-39.375,16
652589,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.125,-6.05,4.38,6.31,0.01,-0.13,0.08,-6.07,4.51,6.23,12.5625,-25.0625,-39.0625,15
652757,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,-0.125,-6.07,4.39,6.34,0.01,-0.09,0.1,-6.07,4.51,6.23,12.5625,-24.0,-39.75,15
653578,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.3125,0.0,-6.06,4.4,6.29,0.0,-0.11,0.05,-6.07,4.51,6.23,13.25,-24.375,-39.0625,15
653745,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,-0.25,-0.125,-6.06,4.39,6.33,0.0,-0.12,0.09,-6.07,4.51,6.23,11.75,-24.0,-39.75,15
654692,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.125,-6.07,4.4,6.32,0.0,-0.11,0.08,-6.07,4.51,6.23,12.5625,-25.0625,-39.0625,15
655537,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,-0.0625,-0.0625,-6.06,4.39,6.28,0.0,-0.11,0.04,-6.07,4.51,6.23,12.875,-23.6875,-39.375,16
655682,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0625,0.125,-6.06,4.38,6.29,0.01,-0.13,0.06,-6.07,4.51,6.23,12.5625,-24.0,-39.0625,16
655829,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,-0.0625,-6.06,4.39,6.31,0.0,-0.13,0.06,-6.07,4.51,6.23,12.875,-24.375,-40.5625,16
656549,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0,-6.07,4.39,6.31,0.0,-0.12,0.07,-6.07,4.51,6.23,12.5625,-24.75,-40.1875,16
656759,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0625,-6.07,4.39,6.31,0.0,-0.12,0.07,-6.07,4.51,6.23,12.875,-24.75,-39.375,16
657552,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.0625,-6.06,4.38,6.31,0.0,-0.13,0.08,-6.07,4.51,6.23,12.875,-24.375,-39.0625,16
657704,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0625,-6.06,4.39,6.31,0.0,-0.12,0.07,-6.07,4.51,6.23,13.5625,-24.375,-40.5625,16
657856,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.1875,-0.125,0.0625,-6.06,4.39,6.3,0.0,-0.12,0.06,-6.07,4.51,6.23,12.1875,-24.0,-39.0625,16
658569,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.1875,-0.0625,0.125,-6.06,4.4,6.31,0.0,-0.11,0.07,-6.07,4.51,6.23,12.875,-24.75,-39.0625,16
658784,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.125,0.0,-6.06,4.38,6.3,0.0,-0.13,0.07,-6.07,4.51,6.23,12.875,-23.6875,-38.6875,16
659558,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,0.125,-6.06,4.39,6.32,0.01,-0.11,0.08,-6.07,4.51,6.23,12.5625,-24.75,-39.375,16
659715,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,-0.0625,0.0625,-6.07,4.37,6.3,0.0,-0.13,0.08,-6.07,4.51,6.23,12.5625,-24.375,-39.0625,16
659871,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,-0.0625,0.1875,-6.05,4.38,6.31,0.01,-0.13,0.08,-6.07,4.51,6.23,11.75,-24.375,-39.375,16
660538,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.125,-0.0625,-6.08,4.4,6.29,-0.01,-0.11,0.06,-6.07,4.51,6.23,12.875,-24.0,-38.6875,16
660694,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,-0.0625,0.0,-6.06,4.39,6.3,0.01,-0.12,0.06,-6.07,4.51,6.23,12.875,-24.375,-39.0625,16
661598,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0,-6.06,4.39,6.27,0.01,-0.12,0.04,-6.07,4.51,6.23,12.5625,-24.75,-38.25,15
661758,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0625,-6.05,4.4,6.31,0.01,-0.11,0.07,-6.07,4.51,6.23,12.1875,-24.75,-38.6875,15
662517,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0625,-6.06,4.4,6.34,0.0,-0.11,0.1,-6.07,4.51,6.23,12.5625,-24.375,-40.1875,16
662674,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,-0.1875,0.0625,-6.06,4.4,6.31,0.0,-0.11,0.07,-6.07,4.51,6.23,12.875,-24.75,-39.75,16
662839,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.125,-0.0625,-6.08,4.39,6.3,-0.01,-0.11,0.06,-6.07,4.51,6.23,12.875,-24.375,-39.0625,16
663524,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0625,0.0625,-6.06,4.39,6.33,0.0,-0.11,0.09,-6.07,4.51,6.23,11.75,-24.375,-39.75,16
663671,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.1875,0.0,-6.08,4.39,6.28,-0.02,-0.13,0.05,-6.07,4.51,6.23,12.875,-24.375,-39.375,16
663815,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,-0.0625,0.0,-6.07,4.41,6.29,0.0,-0.1,0.05,-6.07,4.51,6.23,12.5625,-24.375,-38.6875,16
664552,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,-0.0625,0.0,-6.06,4.38,6.31,0.01,-0.13,0.07,-6.07,4.51,6.23,12.875,-24.375,-39.0625,16
664701,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0,-6.06,4.39,6.27,-0.01,-0.13,0.09,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
665523,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,0.0625,0.0625,-6.07,4.39,6.31,0.0,-0.11,0.08,-6.07,4.51,6.23,12.875,-24.375,-39.75,16
665660,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.125,-6.06,4.39,6.32,0.0,-0.11,0.08,-6.07,4.51,6.23,12.875,-25.0625,-39.75,16
665787,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0,-6.07,4.38,6.33,0.0,-0.13,0.09,-6.07,4.51,6.23,12.5625,-24.375,-40.5625,16
666557,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0625,-0.0625,-6.07,4.38,6.32,0.0,-0.13,0.08,-6.07,4.51,6.23,12.5625,-24.0,-38.6875,16
666691,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0625,0.0625,-6.07,4.4,6.28,0.0,-0.11,0.05,-6.07,4.51,6.23,11.75,-23.6875,-39.0625,16
666821,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,0.125,0.0,-6.07,4.38,6.34,0.0,-0.13,0.1,-6.07,4.51,6.23,13.25,-24.0,-39.75,16
667526,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0,-6.08,4.38,6.31,0.0,-0.11,0.05,-6.07,4.51,6.23,12.5625,-24.75,-39.0625,16
667666,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.0,-6.06,4.39,6.3,0.0,-0.12,0.07,-6.07,4.51,6.23,12.875,-25.0625,-39.375,16
667805,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.125,0.1875,-6.06,4.39,6.29,0.0,-0.12,0.06,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
668579,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0625,-0.125,-6.06,4.38,6.31,0.0,-0.13,0.08,-6.07,4.51,6.23,13.25,-24.0,-39.0625,15
668717,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.1875,-0.125,-6.08,4.39,6.32,-0.01,-0.12,0.08,-6.07,4.51,6.23,12.875,-24.75,-39.375,15
668862,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,-0.125,0.0625,-6.05,4.4,6.31,0.01,-0.11,0.07,-6.07,4.51,6.23,12.875,-24.75,-39.375,15
669533,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0,0.0,-6.08,4.38,6.32,-0.01,-0.13,0.08,-6.07,4.51,6.23,13.25,-25.0625,-39.75,15
669674,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.125,0.0,-6.06,4.39,6.3,0.0,-0.12,0.07,-6.07,4.51,6.23,12.875,-24.375,-39.75,15
669815,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.125,-0.0625,-6.06,4.39,6.31,0.0,-0.11,0.07,-6.07,4.51,6.23,13.25,-24.375,-40.1875,15
670515,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,-0.0625,0.0,-6.06,4.37,6.3,0.0,-0.14,0.06,-6.07,4.51,6.23,12.875,-24.75,-39.0625,16
670660,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.0,-6.09,4.37,6.31,-0.02,-0.14,0.08,-6.07,4.51,6.23,12.1875,-23.6875,-39.75,16
670806,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.1875,0.0625,-6.06,4.39,6.31,0.0,-0.12,0.07,-6.07,4.51,6.23,13.25,-23.6875,-39.75,16
671517,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.0625,0.0625,-6.06,4.39,6.33,0.0,-0.12,0.09,-6.07,4.51,6.23,12.5625,-24.375,-39.75,15
671664,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0625,-6.06,4.39,6.29,0.0,-0.12,0.06,-6.07,4.51,6.23,12.5625,-23.6875,-39.0625,15
671816,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0625,-0.0625,-6.07,4.4,6.31,0.0,-0.11,0.07,-6.07,4.51,6.23,12.875,-23.6875,-39.375,15
672556,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,0.125,0.0,-6.08,4.39,6.31,-0.01,-0.11,0.07,-6.07,4.51,6.23,11.75,-24.75,-39.375,16
672705,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.1875,0.0,-6.06,4.38,6.28,0.0,-0.13,0.05,-6.07,4.51,6.23,12.875,-24.75,-38.25,16
673545,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0625,-6.08,4.39,6.34,-0.01,-0.12,0.1,-6.07,4.51,6.23,12.875,-24.0,-39.0625,16
673696,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,-0.0625,0.0,-6.06,4.38,6.31,0.01,-0.13,0.08,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
673863,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.125,0.0,-6.07,4.39,6.3,0.0,-0.11,0.07,-6.07,4.51,6.23,12.1875,-23.6875,-38.6875,16
674522,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0,0.0625,-6.08,4.38,6.3,-0.01,-0.13,0.07,-6.07,4.51,6.23,12.875,-24.0,-39.375,16
674658,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,-0.0625,-6.07,4.39,6.29,0.0,-0.11,0.06,-6.07,4.51,6.23,12.875,-24.375,-39.375,16
674790,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0,-6.07,4.39,6.31,0.0,-0.11,0.07,-6.07,4.51,6.23,11.75,-24.375,-39.375,16
675564,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0625,-0.0625,-6.06,4.39,6.31,0.0,-0.12,0.07,-6.07,4.51,6.23,12.5625,-24.375,-39.0625,16
675700,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.125,0.0,-6.05,4.38,6.32,0.01,-0.13,0.08,-6.07,4.51,6.23,12.1875,-24.375,-40.1875,16
675839,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0,-0.0625,-6.07,4.4,6.33,0.0,-0.11,0.09,-6.07,4.51,6.23,11.75,-24.375,-39.75,16
676581,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,0.0,-6.06,4.39,6.3,0.0,-0.12,0.06,-6.07,4.51,6.23,12.875,-24.0,-38.25,15
676719,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.0625,0.0,-6.06,4.38,6.29,0.0,-0.13,0.06,-6.07,4.51,6.23,11.75,-23.25,-39.375,15
677572,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,-0.0625,-6.05,4.38,6.32,0.02,-0.13,0.08,-6.07,4.51,6.23,12.1875,-23.6875,-39.75,16
677715,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,0.0,0.0625,-6.07,4.4,6.3,0.0,-0.11,0.07,-6.07,4.51,6.23,13.25,-23.25,-40.5625,16
677860,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,-0.0625,0.0625,-6.06,4.38,6.31,0.0,-0.13,0.07,-6.07,4.51,6.23,12.1875,-24.375,-38.25,16
678517,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.25,0.0625,-6.06,4.39,6.29,0.01,-0.11,0.05,-6.07,4.51,6.23,12.1875,-23.6875,-39.0625,15
678663,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,-0.0625,-6.06,4.39,6.32,0.0,-0.12,0.08,-6.07,4.51,6.23,12.875,-24.75,-38.6875,15
678875,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,-0.1875,0.0,-6.06,4.39,6.34,0.01,-0.12,0.1,-6.07,4.51,6.23,12.5625,-23.6875,-39.0625,15
679528,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.125,-0.125,-6.06,4.38,6.34,0.0,-0.13,0.1,-6.07,4.51,6.23,12.1875,-24.75,-39.375,16
679677,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,0.0625,-6.04,4.38,6.33,0.02,-0.13,0.09,-6.07,4.51,6.23,11.75,-23.6875,-39.375,16
679822,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,-0.0625,-6.07,4.39,6.32,0.0,-0.12,0.08,-6.07,4.51,6.23,12.5625,-24.375,-39.75,16
680553,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0,-0.125,-6.08,4.39,6.31,-0.01,-0.12,0.08,-6.07,4.51,6.23,12.5625,-23.6875,-39.375,15
680711,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,0.125,-0.0625,-6.06,4.4,6.31,0.01,-0.11,0.07,-6.07,4.51,6.23,12.1875,-24.0,-38.6875,15
681554,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.1875,0.0625,-6.07,4.37,6.31,0.0,-0.14,0.08,-6.07,4.51,6.23,13.25,-23.6875,-39.375,16
681705,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.1875,0.0625,0.0,-6.07,4.37,6.32,0.0,-0.14,0.08,-6.07,4.51,6.23,12.875,-24.75,-39.75,16
681854,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,-0.125,0.1875,-6.05,4.38,6.35,0.01,-0.14,0.07,-6.07,4.51,6.23,12.5625,-25.0625,-39.375,16
682545,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.125,-0.125,-6.06,4.38,6.34,0.0,-0.13,0.1,-6.07,4.51,6.23,12.875,-23.6875,-39.0625,16
682696,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.25,0.0625,-6.07,4.38,6.33,0.0,-0.13,0.08,-6.07,4.51,6.23,12.1875,-24.75,-39.0625,16
682856,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.0625,-6.04,4.39,6.33,0.0,-0.14,0.1,-6.07,4.51,6.23,12.5625,-24.375,-39.375,16
683541,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,0.0625,0.0,-6.06,4.39,6.31,0.0,-0.12,0.08,-6.07,4.51,6.23,12.875,-25.0625,-39.0625,16
683679,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,-0.125,0.0,-6.06,4.39,6.32,0.0,-0.12,0.08,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
683821,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,-0.0625,-6.06,4.37,6.33,0.01,-0.14,0.09,-6.07,4.51,6.23,12.1875,-23.6875,-38.6875,16
684573,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,0.0,-6.05,4.37,6.32,0.02,-0.14,0.08,-6.07,4.51,6.23,12.1875,-24.0,-39.0625,16
684716,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0,-6.05,4.38,6.33,0.01,-0.13,0.09,-6.07,4.51,6.23,12.5625,-24.75,-39.375,16
685575,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.0625,-6.07,4.39,6.3,0.0,-0.12,0.07,-6.07,4.51,6.23,11.75,-24.75,-39.375,16
685717,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,0.0625,-6.06,4.4,6.29,0.0,-0.11,0.06,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
685857,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.25,0.0,-6.05,4.38,6.3,0.01,-0.13,0.06,-6.07,4.51,6.23,12.5625,-24.0,-39.0625,16
686524,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,-0.0625,-6.07,4.39,6.29,0.0,-0.12,0.05,-6.07,4.51,6.23,12.1875,-24.75,-38.6875,16
686672,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.1875,0.0,-6.05,4.38,6.31,0.01,-0.13,0.08,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
686821,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.1875,-0.0625,-6.05,4.39,6.33,-0.01,-0.12,0.06,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
687524,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.125,0.125,-6.06,4.38,6.32,0.01,-0.13,0.08,-6.07,4.51,6.23,12.875,-24.75,-39.375,16
687675,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.125,-6.06,4.38,6.31,0.0,-0.13,0.07,-6.07,4.51,6.23,12.875,-24.75,-39.0625,16
687826,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.0,-6.06,4.38,6.32,0.0,-0.13,0.08,-6.07,4.51,6.23,12.1875,-24.0,-40.5625,16
688554,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.125,0.0,-6.06,4.38,6.32,0.01,-0.12,0.08,-6.07,4.51,6.23,12.875,-24.0,-39.0625,16
688705,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0625,-0.1875,-6.06,4.39,6.31,0.02,-0.11,0.08,-6.07,4.51,6.23,12.5625,-24.75,-40.1875,16
689554,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.0625,-0.0625,-6.06,4.38,6.32,0.0,-0.13,0.08,-6.07,4.51,6.23,12.1875,-24.375,-38.6875,16
689709,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,-0.0625,-6.05,4.39,6.32,0.02,-0.12,0.08,-6.07,4.51,6.23,12.875,-24.0,-39.75,16
689867,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,0.0625,-6.06,4.4,6.27,0.0,-0.11,0.03,-6.07,4.51,6.23,12.875,-24.375,-39.0625,16
690533,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.125,0.0625,-0.0625,-6.06,4.39,6.32,0.0,-0.11,0.08,-6.07,4.51,6.23,12.5625,-24.75,-40.1875,16
690697,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0625,-0.125,-6.08,4.39,6.33,-0.01,-0.12,0.09,-6.07,4.51,6.23,12.5625,-24.0,-39.375,16
690869,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,-0.0625,-6.06,4.38,6.32,0.01,-0.13,0.08,-6.07,4.51,6.23,12.875,-24.0,-38.6875,16
691532,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,-0.0625,0.0625,-6.07,4.38,6.3,0.0,-0.13,0.07,-6.07,4.51,6.23,12.875,-24.375,-39.0625,16
691694,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0,0.0,-6.06,4.4,6.32,0.0,-0.11,0.08,-6.07,4.51,6.23,12.875,-24.0,-39.375,16
691855,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.1875,0.125,-6.06,4.4,6.32,0.0,-0.11,0.08,-6.07,4.51,6.23,12.5625,-23.6875,-39.0625,16
692539,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,0.0,-6.06,4.39,6.32,0.01,-0.12,0.08,-6.07,4.51,6.23,12.875,-24.75,-39.75,16
692686,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.125,0.0625,-6.07,4.39,6.29,0.0,-0.12,0.05,-6.07,4.51,6.23,12.1875,-25.0625,-38.6875,16
692828,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,0.0625,0.0,-6.07,4.38,6.31,0.0,-0.11,0.04,-6.07,4.51,6.23,12.1875,-24.0,-38.6875,16
693540,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0625,-0.1875,0.0,-6.06,4.4,6.32,0.0,-0.14,0.08,-6.07,4.51,6.23,12.5625,-24.75,-40.1875,16
693686,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.125,0.0625,0.125,-6.06,4.37,6.3,0.01,-0.14,0.06,-6.07,4.51,6.23,12.875,-24.75,-39.75,16
693829,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,0.0,0.0625,0.0,-6.05,4.37,6.3,0.02,-0.14,0.07,-6.07,4.51,6.23,12.1875,-24.75,-39.75,16
694527,93.625,-38.1875,35.875,0.6187134,0.4238892,0.04833984,-0.659668,-0.0625,0.0,0.0625,-6.06,4.38,6.33,0.01,-0.13,0.09,-6.07,4.51,6.23,12.875,-24.375,-39.375,16
